,mean,std,count
##men,-0.24061874892141547,0.1712637989071689,3.0
##eration,-0.2375443737347484,0.13403030785537806,2.0
improve,-0.23748511733784464,0.12973669169507804,16.0
pulses,-0.23553068391637924,0.0,1.0
normal,-0.2352568898120725,0.41174647743281084,4.0
##sal,-0.23357789393655645,0.3095594948224871,4.0
##dir,-0.23086377168286218,0.0,1.0
Different,-0.23029073103921682,0.0,1.0
Status,-0.22976226320077578,0.0,1.0
.,-0.2280833201530364,0.3412412168043541,3141.0
think,-0.22596361268072102,0.24534701886652746,16.0
##mentation,-0.22345357452944473,0.0,1.0
Manual,-0.22330413828682394,0.0,1.0
##ways,-0.22240417888466085,0.2360302024658032,2.0
##usion,-0.22232395246855866,0.28424996410545117,10.0
talked,-0.22140017039862875,0.27569578389222515,10.0
more,-0.22030408530288123,0.17465576537844157,70.0
NO,-0.21973992323550587,0.31527501549952297,2.0
##ility,-0.21928697298398295,0.1945194371219576,2.0
##mission,-0.2191856543037821,0.0,1.0
##rting,-0.2180408879544599,0.0,1.0
try,-0.21703042069707262,0.19291336152998215,7.0
Listen,-0.21693453217676376,0.0,1.0
Nothing,-0.2160662152771587,0.18792135477755517,4.0
can,-0.21575179590976357,0.21185253005540652,38.0
may,-0.21564390160553537,0.18053675611442516,9.0
##asis,-0.21546016011012886,0.0,1.0
talk,-0.21196778538445935,0.35675876070530077,3.0
Takes,-0.21138276265849623,0.12054282280655651,2.0
adding,-0.21136873257130748,0.0,1.0
Help,-0.21128298161893955,0.3493711707458608,4.0
Full,-0.20908094256040777,0.0,1.0
reducing,-0.20641454111007174,0.09646908680003802,4.0
keep,-0.2056626745320754,0.22662859545917774,15.0
##phy,-0.20525235488918603,0.12600960537992006,3.0
believe,-0.2041228591890739,0.010000751344945005,2.0
Goals,-0.2037768433090303,0.0,1.0
interpretations,-0.20343831655107295,0.12111518686852066,2.0
formula,-0.20220455602178708,0.09328531417894656,2.0
mean,-0.2014684696874531,0.0,1.0
Found,-0.20098704785697122,0.0,1.0
works,-0.20071132106969994,0.20987188016138475,5.0
##iovascular,-0.19956306396888504,0.0,1.0
suggested,-0.1984159182213091,0.1824130322785404,9.0
ways,-0.1976452415990842,0.08038494602433706,4.0
##sul,-0.19705823646542558,0.0,1.0
caused,-0.19590257987708753,0.0,1.0
benefit,-0.19573681725346065,0.06639823177841951,5.0
instrumentation,-0.1953682477511971,0.0,1.0
repeating,-0.19490435220183155,0.0,1.0
Generally,-0.19311501770955583,0.05043638771476359,3.0
CS,-0.1930121521888275,0.23450552688557225,2.0
content,-0.192052050746268,0.0,1.0
Does,-0.1919292935861922,0.0,1.0
bothered,-0.19169501112220091,0.0,1.0
Improvement,-0.18954649539117463,0.0,1.0
emphasizing,-0.18937570927955327,0.061276371648939384,2.0
##zo,-0.18918544243467117,0.20707271282578188,3.0
Is,-0.18890383464757413,0.10548286096422364,3.0
Advocate,-0.1888894084791121,0.0,1.0
History,-0.18875953993295955,0.28926443775824817,3.0
##fle,-0.18829462493087454,0.0,1.0
Beginning,-0.18768269052175446,0.0,1.0
##track,-0.18742494915541882,0.0,1.0
jaw,-0.18705228455015793,0.18099677170439607,2.0
Solid,-0.18702068817877313,0.2656023484183683,15.0
Came,-0.18684985099327728,0.0,1.0
instead,-0.1867377901809908,0.14226295751899917,3.0
##sors,-0.18585002394294278,0.0,1.0
1st,-0.184582024032842,0.36977144524933775,5.0
bored,-0.18308072459017413,0.0,1.0
28,-0.1828591730400889,0.0,1.0
MC,-0.18282876349882654,0.0,1.0
agent,-0.18255530695905953,0.0,1.0
organizational,-0.18202376405520082,0.0,1.0
##bow,-0.18102054891643413,0.21135919244816462,2.0
Gene,-0.18101621776345223,0.0,1.0
Change,-0.18042969213656987,0.0,1.0
Clear,-0.1803105925307633,0.2038515061344356,13.0
pause,-0.17980500798348106,0.24594545415048377,2.0
inform,-0.17966226041445682,0.17097258173588517,4.0
twins,-0.17920445656680845,0.0,1.0
Con,-0.1776862507623916,0.1267215055723746,33.0
concept,-0.17757635455724888,0.0,1.0
notes,-0.17738128385702756,0.22606851229323585,3.0
tap,-0.17725172593433944,0.0,1.0
education,-0.17566351752201798,0.24735603618453605,4.0
:,-0.17547380600292467,0.16915855629602033,51.0
confirm,-0.17536488216383264,0.1734661375841039,6.0
sees,-0.17445188916003737,0.0,1.0
No,-0.17441106832082293,0.2682597556568226,64.0
advancing,-0.17415174243727644,0.0,1.0
steps,-0.17413096584784982,0.2573863477747514,24.0
##uce,-0.17401619126166237,0.17043295531136157,5.0
Would,-0.17362689065578712,0.12360379746670086,4.0
treatments,-0.17361744814369623,0.11507540653235793,7.0
Plan,-0.17356186762619277,0.15902898933150345,4.0
Interactive,-0.17350231643443847,0.0,1.0
Now,-0.1730107063683075,0.10635855119436705,3.0
##trate,-0.1726268063504902,0.0464047110735254,3.0
##rove,-0.17169067101412927,0.0,1.0
interventions,-0.17150831233408398,0.1364879093258554,8.0
Three,-0.17141791804239132,0.0,1.0
Pa,-0.1705240895279055,0.12636411562110242,2.0
Form,-0.1704640207905146,0.0,1.0
heel,-0.17030790164849996,0.0,1.0
please,-0.17003059132619944,0.0,1.0
wonder,-0.17001806186547494,0.2112337169091661,2.0
allow,-0.16955735569160685,0.030362228535566145,4.0
mandate,-0.16939534350951524,0.0,1.0
##obia,-0.16875222340754803,0.0,1.0
##lining,-0.16859168362229818,0.0,1.0
regarding,-0.168499991675837,0.26357568837487577,27.0
tonight,-0.16813982121931664,0.22272833025968994,4.0
May,-0.16770188456611346,0.0,1.0
##citation,-0.16732414841470697,0.2191055335462046,39.0
ensure,-0.16731009247036202,0.24644640111733904,24.0
abdomen,-0.16665681188201814,0.39332070951517223,5.0
##TL,-0.16617180121315447,0.13347383127049217,7.0
starts,-0.16601545476104448,0.0,1.0
##ding,-0.1649780583653695,0.0,1.0
removal,-0.1638422045706755,0.16858775767991185,5.0
violence,-0.16334186206253473,0.0649395586851318,2.0
Set,-0.16329207942337462,0.1579893177708154,5.0
relay,-0.16254162901330665,0.012843391893995873,2.0
impact,-0.16204768203047404,0.09225957270985062,2.0
Next,-0.16130235080246944,0.09102478553260199,3.0
##uss,-0.16053573755655887,0.2783264048176015,37.0
CB,-0.15970565483920032,0.0,1.0
uses,-0.15968493988406715,0.18230630353370308,3.0
sure,-0.1593666734733361,0.22772270261120275,23.0
ventilation,-0.15912378962325374,0.1702259056308574,4.0
##eral,-0.15876594416319859,0.0,1.0
Look,-0.15784346914456124,0.1056762483295725,2.0
##roving,-0.15737430631290483,0.0552483048089136,2.0
##bra,-0.1572165374775879,0.30424658645544733,4.0
increase,-0.15680499307171533,0.2391545356446964,7.0
##cope,-0.15664943918388816,0.1814818541337144,3.0
##en,-0.1559590548795324,0.23653306207672692,3.0
entirely,-0.1557014507958212,0.2038949509534787,3.0
setup,-0.1547724494730824,0.11449218407337994,2.0
whether,-0.15463376675896068,0.10808794010394791,5.0
Doing,-0.15378935211780342,0.13843139816896044,9.0
##lation,-0.15286960287074805,0.1759909504803192,8.0
Assessment,-0.15280651786063146,0.1549567787111212,6.0
Finding,-0.1525993548110939,0.0,1.0
cancer,-0.15256381629587598,0.22303933249230448,8.0
read,-0.15241305735684174,0.07673677896942192,8.0
Walk,-0.1518560088218572,0.0,1.0
Eva,-0.1517164290800199,0.0,1.0
garbage,-0.15092701656067387,0.0,1.0
mistakes,-0.15037140090043621,0.0,1.0
know,-0.14984758081562777,0.30421252920495057,4.0
stability,-0.1495013465062137,0.14323398658373385,2.0
speak,-0.14936227731828092,0.18715373386931744,10.0
##sional,-0.14929601456304867,0.04705119738048092,2.0
prepare,-0.14865439835531793,0.03202608335279355,2.0
Used,-0.14822532626576876,0.19718146748729992,12.0
Landmark,-0.14784200518315577,0.022516676120996518,2.0
Made,-0.14782626395293916,0.1619188075625869,5.0
comfortably,-0.14692283997386832,0.0,1.0
review,-0.1464313307640492,0.18204811423919506,30.0
##roach,-0.14566196654862476,0.06879823340401299,4.0
fill,-0.14561072327165092,0.07003855928510323,2.0
something,-0.145017897364966,0.0,1.0
larger,-0.14454307028995517,0.0,1.0
##ogies,-0.1443080514998582,0.1645227323516235,5.0
##uria,-0.14415483768913295,0.1899361423959465,3.0
##biology,-0.14381328539907323,0.0,1.0
##RI,-0.14359717591064375,0.1478467469039181,2.0
##dating,-0.14338591903191722,0.08765113953458224,3.0
people,-0.1429593395673815,0.11615009440209503,3.0
approximation,-0.14224052055803016,0.0,1.0
##NT,-0.1421548877386393,0.29625377996975505,5.0
advocate,-0.14193527997491984,0.09334766411325005,3.0
increases,-0.14185814472759492,0.0,1.0
Support,-0.14138973355150364,0.034415765759833704,2.0
optimal,-0.14113132982805568,0.0,1.0
bit,-0.14028555013898963,0.12038028055436616,13.0
Demons,-0.13976367564355505,0.05737122094127565,2.0
blade,-0.1391933272771156,0.24776256730534463,4.0
##ages,-0.1390571889878067,0.14598139436127347,3.0
assert,-0.13883969637528137,0.0,1.0
Fun,-0.13821888046445804,0.1704497710552662,6.0
##per,-0.1377544855114254,0.1950996832178014,6.0
medications,-0.13752034642467512,0.17824340391168245,16.0
involve,-0.13740796092073795,0.05062442384041213,2.0
temporal,-0.13719603992284937,0.0,1.0
effective,-0.13698548607105973,0.07795837180070939,5.0
cannot,-0.13692761378851778,0.0,1.0
execute,-0.13618324394334358,0.0,1.0
Follow,-0.13580863395856554,0.14202025691473644,11.0
Some,-0.13566620095639953,0.14046195468907346,15.0
##mouth,-0.1354049418280875,0.0,1.0
tails,-0.13532438405093117,0.0,1.0
understands,-0.13512101844777746,0.25616904669503165,2.0
##mind,-0.13495980766573581,0.058245556966587925,2.0
Act,-0.134460526606311,0.08444101399347805,3.0
##ido,-0.13432616593374078,0.0,1.0
##cha,-0.13426898476130358,0.0,1.0
reduce,-0.13400879982402875,0.1602732646894406,5.0
mostly,-0.13399917053203164,0.14512245352409905,7.0
actions,-0.13303251557423687,0.17806848077751142,3.0
management,-0.1324397335155834,0.3270487218073426,305.0
lines,-0.1324245180641424,0.1783292173304228,4.0
##ifies,-0.1323843141447126,0.0,1.0
##rre,-0.1322568297632837,0.07935167292815887,3.0
Anti,-0.13140950674116106,0.061796414482856776,4.0
move,-0.1312935360633416,0.1170279631043002,10.0
pressure,-0.1307504599139378,0.1264079940669009,5.0
reflex,-0.1304461284542522,0.0,1.0
Small,-0.13042200566028359,0.0,1.0
pneumonia,-0.1302312557450597,0.19395334390377356,11.0
might,-0.1293082482259849,0.0,1.0
Episode,-0.12929157798458424,0.0,1.0
ask,-0.1283114348949792,0.1827679403429723,9.0
##hage,-0.12797658003975143,0.15651233852780294,2.0
training,-0.12761479009620766,0.15564822947749038,10.0
reassure,-0.12757157482114087,0.19815160093451584,3.0
Independent,-0.12656737235519658,0.2534212623389927,48.0
Questions,-0.1264829151366044,0.0,1.0
Structure,-0.12640519856918003,0.0,1.0
winds,-0.1262727622645503,0.0,1.0
##ques,-0.12598984013046718,0.0,1.0
limp,-0.12560166658339858,0.15592617014085028,2.0
##ond,-0.12558794236575288,0.11317434737067805,2.0
##ction,-0.12534945877987383,0.202976447913362,10.0
seal,-0.12511758104306853,0.0,1.0
functions,-0.12457701861515597,0.11222161887852218,3.0
##dication,-0.1244769050037159,0.0,1.0
routine,-0.1243653390651705,0.0,1.0
mantle,-0.12410214039401518,0.04842712323765311,2.0
updated,-0.12398710897976639,0.0,1.0
faces,-0.12382124668053598,0.0,1.0
error,-0.12331243949388747,0.0,1.0
agreeing,-0.12316034922991372,0.0,1.0
##ediatric,-0.12315141431932089,0.20449309149466147,15.0
inflammation,-0.12274925052285691,0.0,1.0
One,-0.12201885222125025,0.1289105285007082,3.0
Near,-0.12149458585693032,0.0,1.0
cover,-0.12146462490332563,0.04899373960512899,2.0
##cate,-0.12141173466815217,0.10977982760543567,4.0
elements,-0.12068417186152434,0.08316343754231179,3.0
use,-0.12065216566835048,0.16089580635571743,72.0
document,-0.12064474890425578,0.08899123727442976,5.0
respect,-0.12050596508915554,0.15694099778062945,10.0
##esis,-0.12020281968557697,0.23775381226361117,7.0
disciplinary,-0.11965270414801463,0.0,1.0
##mot,-0.11947594763433832,0.0,1.0
##mum,-0.11899898401489772,0.0,1.0
##fast,-0.11870524360108389,0.0,1.0
strategy,-0.11858309455714548,0.02687095299770126,3.0
Its,-0.1178982591859408,0.020633472436814786,2.0
Organ,-0.11783089773016012,0.019430336741730087,2.0
##version,-0.1172463094077369,0.18091970409942149,14.0
##pent,-0.11717743115129216,0.1444861010583326,2.0
differential,-0.11680532932457639,0.18486285976525274,83.0
quicker,-0.11637055528304126,0.0,1.0
Inc,-0.1163688664545232,0.18703188412246283,3.0
thicker,-0.11627156303563244,0.0,1.0
Show,-0.11599897258823536,0.038208987074422406,2.0
Long,-0.11597215016264237,0.1072079738389409,2.0
doses,-0.11579640658204034,0.056507866498390534,9.0
prevent,-0.1157820531965799,0.07307463654711721,3.0
site,-0.11566653331094581,0.0,1.0
##lax,-0.11555035161924002,0.12091613501297714,4.0
##rea,-0.1142199417917414,0.14229084807812786,2.0
Investigation,-0.11380424409660994,0.0,1.0
deliver,-0.11362526445636513,0.14391747919876002,3.0
onto,-0.11361404219831919,0.11044748394525794,2.0
starting,-0.11360568532025794,0.14624790853272868,6.0
Rat,-0.11332178705530624,0.11963196331363812,2.0
##enter,-0.11325839194955642,0.0,1.0
OS,-0.11301064049792739,0.0839314502946581,10.0
clearer,-0.11255972751247613,0.0047734143111517885,2.0
tuning,-0.11223125522177806,0.0,1.0
treating,-0.11213913696464806,0.0,1.0
harder,-0.11156893090867832,0.0,1.0
explain,-0.11154792734417937,0.05549880693891329,5.0
Pre,-0.11136255437125694,0.06713443182590122,5.0
Crystal,-0.1113088886897584,0.15200992631716953,2.0
becomes,-0.1111738965862756,0.06837256010848428,2.0
si,-0.11109461045743385,0.32812932669845146,6.0
Sept,-0.11091447566829062,0.0,1.0
##tes,-0.11082243237662259,0.1532613845525566,2.0
concrete,-0.1107753365935712,0.0,1.0
condition,-0.11023681743345576,0.18363778683168888,6.0
If,-0.1101860448396691,0.022837268206420736,6.0
straightforward,-0.10985358514829657,0.15301557226711185,3.0
##ang,-0.10973049795127313,0.0,1.0
For,-0.1095527276925118,0.09427844988818485,6.0
Similar,-0.10932704992287724,0.0,1.0
##net,-0.10928398364318871,0.0,1.0
write,-0.10907685420716813,0.0523587556713029,5.0
##act,-0.10902299467191037,0.0,1.0
Keep,-0.10889257500486409,0.24018392609766986,6.0
look,-0.10869387984428407,0.1434519655614692,17.0
##rns,-0.10843757265575776,0.0,1.0
affecting,-0.10843340934895257,0.0,1.0
##ser,-0.10827651255218702,0.0,1.0
##cking,-0.10796852529764898,0.0,1.0
##lem,-0.1077694624879796,0.0,1.0
##aus,-0.10771979901314446,0.0,1.0
Unfortunately,-0.1077161560437615,0.10148889057122923,2.0
AT,-0.10717934054428338,0.1675275530434541,2.0
amazing,-0.10715097288186294,0.0,1.0
##rial,-0.1066614946144632,0.11442689168520201,4.0
<,-0.10648584992171245,0.013905195483711962,2.0
stand,-0.10634284415305083,0.0,1.0
collaborator,-0.10624400186694924,0.0,1.0
Results,-0.10612353104527465,0.11979674503586175,3.0
layers,-0.106040550275631,0.0,1.0
velocity,-0.10578451438216877,0.0,1.0
combined,-0.10556354012260971,0.0,1.0
To,-0.10543986707875433,0.12098864871849362,5.0
method,-0.10542266273851286,0.12943665152265416,11.0
##tation,-0.10496083694374636,0.0,1.0
Seems,-0.10494790600178384,0.06069371640182007,2.0
lumber,-0.10466696261701587,0.0,1.0
##na,-0.10460797681684211,0.28241570425896523,7.0
script,-0.10435206638788613,0.0,1.0
##ceived,-0.10404319169795326,0.0,1.0
##iam,-0.10386888255260475,0.09470061812934424,2.0
On,-0.10386094122489357,0.11049212458665435,9.0
Active,-0.10373045592692241,0.002635014534869265,2.0
RB,-0.10371028423898557,0.0,1.0
sources,-0.1036316956884163,0.09825947883915455,4.0
clearly,-0.10357193766817169,0.2290265123456072,16.0
burns,-0.10318910730478065,0.026181784060482154,2.0
Start,-0.10314577016669375,0.17556577884812047,4.0
improved,-0.10281160693212597,0.09002641414203069,8.0
Col,-0.10274174641003914,0.030979950556475178,2.0
AK,-0.10260910648702387,0.17031681322116993,2.0
When,-0.1024100951817909,0.0,1.0
##ron,-0.10227050017526956,0.2290905563982361,4.0
##ft,-0.1019932593521228,0.0,1.0
views,-0.10135681752213367,0.0691934687531056,11.0
today,-0.10129138166186542,0.273361238970638,22.0
Essential,-0.10118851849619839,0.04708109946499596,2.0
Otherwise,-0.10111073455098202,0.04931172902643634,8.0
work,-0.10111013718277262,0.25656552046145664,156.0
often,-0.10095159168578373,0.07985030233344141,6.0
##sed,-0.10055239488684146,0.2715610783499321,7.0
bodies,-0.10053962367880263,0.0,1.0
##oda,-0.10040144847756864,0.05600432536141768,2.0
crisp,-0.1003812560526677,0.0,1.0
sometimes,-0.10037936621299842,0.04710134728772008,3.0
Ke,-0.10035321896499595,0.18848781243055088,6.0
behaviour,-0.10026334083735011,0.18446552402930022,6.0
ton,-0.10020091416864935,0.11729210614567953,2.0
less,-0.100097890120837,0.16611710477333194,10.0
agents,-0.09939888794795843,0.1795891244488256,4.0
##ping,-0.09934396515512746,0.0,1.0
##les,-0.09922602089833253,0.05203384953015689,2.0
direction,-0.09917428932522948,0.19279399581670467,11.0
pp,-0.09913658674833996,0.0,1.0
cause,-0.09887066052622746,0.3355321585087717,7.0
doubt,-0.09886891473696546,0.09714707122900884,2.0
##last,-0.09863803982454263,0.0,1.0
dos,-0.09851512327830954,0.10645900021976769,14.0
ensures,-0.09822766383499194,0.019579170649980465,2.0
bring,-0.09822561405943753,0.0,1.0
measures,-0.09655957628787824,0.07762303014677163,3.0
materials,-0.09645807563473272,0.16692144836314682,8.0
school,-0.09632540623565836,0.0,1.0
enhance,-0.09625084788687994,0.0,1.0
##lance,-0.09607604167740415,0.0,1.0
spine,-0.09579728434415027,0.21823590307166693,7.0
##ories,-0.09575636620446577,0.0,1.0
Care,-0.0956896016940822,0.06351986337195019,5.0
depend,-0.09566806130809002,0.026594337724165175,2.0
be,-0.09559831026477156,0.16020121779431273,128.0
aspect,-0.0953390936972847,0.0,1.0
conclusions,-0.09515390636694385,0.0,1.0
##lion,-0.09502152755471051,0.0,1.0
##ed,-0.09491404815796715,0.16159501560935782,184.0
reduction,-0.09471145171726347,0.23541814921253812,78.0
focusing,-0.0946940622273734,0.04757825366419929,2.0
discussion,-0.0945779844206762,0.19607764147833773,47.0
##pra,-0.09450855418970834,0.10578772187969172,3.0
frequently,-0.0940943820573079,0.0,1.0
##back,-0.09389677679323127,0.03362137976881601,3.0
model,-0.09357787871935619,0.05959916206344477,2.0
Arte,-0.093408888078892,0.04738662648957686,2.0
##layer,-0.093358279795217,0.0,1.0
##atic,-0.09331873479639821,0.08759010414123167,2.0
rational,-0.09330658215557522,0.20922552609890765,5.0
Only,-0.09320942057764481,0.07375605320358762,9.0
##bal,-0.0931671782596768,0.11330074806971377,14.0
##hil,-0.09284014012943834,0.0,1.0
moves,-0.09278188220138309,0.03288979522344901,2.0
reviewed,-0.0926138267188584,0.15921183142716405,19.0
sensible,-0.09261172009883085,0.07239738480742412,2.0
want,-0.09250795580556576,0.16782311272851494,6.0
Fever,-0.0921356182944651,0.0,1.0
##ori,-0.09207041892073954,0.0,1.0
57,-0.0918465916147129,0.10153676262115752,2.0
Much,-0.0917424883023077,0.0,1.0
promotion,-0.09170437232044458,0.0,1.0
Pick,-0.09169892327730374,0.0,1.0
##led,-0.09153620888068491,0.2253324438069835,7.0
##ize,-0.09122484871908486,0.11733380492331325,3.0
texts,-0.09117298615495428,0.0,1.0
preparation,-0.09054646248715299,0.12563362267867006,6.0
Works,-0.09052820352834759,0.09290102029620916,4.0
prompted,-0.09049377139607401,0.12361943383239217,9.0
##ded,-0.09008532624657185,0.0,1.0
greater,-0.09000985886448881,0.0,1.0
treatment,-0.08997402834915828,0.1624002045101985,70.0
##lity,-0.08979728483489656,0.0,1.0
hum,-0.08974029850538957,0.09375244157923888,3.0
Have,-0.08949760305741171,0.0,1.0
Shi,-0.0894745280226315,0.0,1.0
fever,-0.08943226205628535,0.10623774838279094,15.0
##ination,-0.0891862779605413,0.13951637474729145,2.0
staying,-0.08904206133142753,0.12077742159675331,2.0
organization,-0.08904014360197848,0.12113148888828067,3.0
communities,-0.08902553967633339,0.0,1.0
##UI,-0.08900550714206253,0.0,1.0
volume,-0.0889758593344719,0.06849191571278576,5.0
Evidence,-0.08890530547623329,0.0,1.0
corner,-0.08885631914535111,0.0,1.0
),-0.08857952334737698,0.21712315451830774,184.0
have,-0.08852318087766696,0.19423346399070393,75.0
teenage,-0.08846708886626084,0.0,1.0
However,-0.0884437687590462,0.08254735460400302,4.0
sit,-0.0883989717570716,0.0,1.0
parts,-0.08837865678782596,0.05852279864532541,4.0
##ers,-0.08830872341532266,0.15176603750242057,10.0
##omy,-0.08822359120263536,0.20929993724088114,6.0
##reta,-0.08819426732837422,0.0,1.0
isolated,-0.0880472389024772,0.0,1.0
glass,-0.0879119391216467,0.0,1.0
