,mean,std,count
eating,-0.21270541721108024,0.16064242729320283,2.0
failure,-0.21265267704906018,0.13115467315844578,7.0
complicated,-0.21250092903130646,0.2081585156828739,44.0
Canada,-0.21239314723806493,0.0,1.0
MV,-0.21163954944005714,0.10219491996850388,2.0
attending,-0.21141377868379663,0.2438860167786037,8.0
##AD,-0.21117040099610807,0.03624736243267111,2.0
mother,-0.21104963065845617,0.012175970182422134,3.0
disorder,-0.2109498594337996,0.09144039692141923,5.0
##putation,-0.21084878104786334,0.0,1.0
delegate,-0.21082433166290682,0.0,1.0
decision,-0.21064258621292425,0.1741375002500525,37.0
education,-0.2106161538817342,0.1869685931201453,4.0
##vil,-0.21051103366809082,0.0,1.0
systems,-0.21029657834977225,0.10187549055412126,5.0
bet,-0.2101536944067607,0.0,1.0
transport,-0.2101129206231969,0.12650308542471106,7.0
family,-0.20995286656826384,0.18255089203426741,76.0
##rre,-0.20992481589949355,0.07105220676934075,3.0
care,-0.20986126658817478,0.16752703306456104,125.0
someone,-0.2097938856000432,0.0,1.0
##ive,-0.20946787290345617,0.19283453759862926,28.0
increases,-0.20937516450746185,0.0,1.0
via,-0.20928308597473214,0.1030442888104604,4.0
57,-0.2091492514524156,0.20163548877164508,2.0
##mount,-0.20913885027377518,0.0,1.0
independence,-0.20885218150911172,0.0,1.0
##cilla,-0.20869882414254182,0.16366999618336123,3.0
corrected,-0.20845748749091828,0.0,1.0
acute,-0.20792614208591256,0.21798550832909216,43.0
concerns,-0.20747423434471746,0.2609950636699846,88.0
&,-0.20743543041244666,0.14384323770147403,26.0
fore,-0.20719786311582208,0.0,1.0
adjustments,-0.2065935643102978,0.0191294527859297,2.0
##ous,-0.20650118543008825,0.19897841558519033,7.0
##vour,-0.2063821747719056,0.0,1.0
peripheral,-0.20632313039216119,0.0,1.0
service,-0.20619334010219253,0.14346046425439005,16.0
easier,-0.2061702145093868,0.0,1.0
participant,-0.20606229874571763,0.0,1.0
attempt,-0.20601787722042955,0.25825185274101975,30.0
plane,-0.20547523186919522,0.0,1.0
##rne,-0.20544552221632123,0.0,1.0
##ien,-0.20536690029368346,0.0,1.0
History,-0.2053445435367095,0.13378900214445735,3.0
nurses,-0.2051332778111777,0.1358132715884418,15.0
Movement,-0.20513283005251334,0.0,1.0
##cter,-0.20512553916206258,0.0,1.0
tree,-0.20510702410622444,0.0,1.0
her,-0.2049424975193687,0.15245858290887732,21.0
assessment,-0.2047531931637378,0.2601814399232419,227.0
fine,-0.20474896241986051,0.11342829493272118,4.0
##usion,-0.20424206817544138,0.22422029087501888,10.0
obvious,-0.2042344577701608,0.0,1.0
requires,-0.20422503098098338,0.09173562535706131,4.0
Sa,-0.2042216010185541,0.10253893577320049,2.0
transmit,-0.2039929994919142,0.0,1.0
standing,-0.2036261032479395,0.0,1.0
##pa,-0.20359326757390125,0.08114633268908315,3.0
image,-0.2034745326342965,0.18025432732526883,16.0
##LL,-0.20281854569275923,0.0,1.0
##hov,-0.20223907194382532,0.0,1.0
##pox,-0.20219209722016718,0.10737978679147117,5.0
delivered,-0.20210720530640938,0.11226478277957973,3.0
repair,-0.20192143967791396,0.18758220357355207,36.0
monitoring,-0.2017644035448683,0.1306395912502864,5.0
initiative,-0.20167112877404428,0.15772144140774874,2.0
##WA,-0.20154814197305956,0.0842447168942518,3.0
ease,-0.20139081043730667,0.18602834494639786,2.0
##nted,-0.20118212418015383,0.0,1.0
##GI,-0.20101410104586864,0.14501131673143833,4.0
##ilize,-0.20054877625851938,0.0,1.0
##ynth,-0.20039682392518604,0.0,1.0
history,-0.20036127160879744,0.2165031560486657,142.0
joints,-0.1997911075742149,0.0,1.0
##ari,-0.19948174799953056,0.0,1.0
facilities,-0.19947022900189032,0.0,1.0
feedback,-0.19932766524688614,0.20520057004291173,35.0
##rdi,-0.19923732097407298,0.21615283649691386,12.0
##va,-0.19891017757134238,0.16491659381434426,2.0
##PA,-0.19866712101266587,0.09164696110280393,5.0
checks,-0.1986245489077602,0.022022013439379484,2.0
relay,-0.198344782807626,0.017880562742343842,2.0
##dr,-0.19821507460569066,0.0,1.0
handling,-0.19806065742910925,0.11618505314390973,2.0
behavioral,-0.19770092942350637,0.08036193981267616,2.0
44,-0.1975128242104183,0.0,1.0
Practice,-0.1974176470934549,0.0,1.0
##tinent,-0.19702227099156197,0.17743459541062476,15.0
written,-0.19701118888083322,0.2424721967123735,3.0
##mity,-0.1969581389677625,0.0,1.0
bounce,-0.19695557322637727,0.0,1.0
despite,-0.19689248355613498,0.12846577946057997,10.0
Care,-0.19687450322860206,0.07597317671483375,5.0
unsuccessful,-0.1964357947480075,0.0,1.0
##ete,-0.19594273808267867,0.2628120727263529,6.0
traumatic,-0.19578987890185445,0.021419973172536064,2.0
routine,-0.19577758451622868,0.0,1.0
##lary,-0.1956980599541988,0.18363314734169123,2.0
control,-0.1955390017505877,0.11093965173099112,20.0
##nous,-0.1955101513294429,0.0,1.0
Outstanding,-0.1954949304438224,0.08067264860042639,3.0
##urs,-0.19545943793869922,0.0,1.0
One,-0.1954527308726639,0.15028281240411093,3.0
takes,-0.19543773325495858,0.07084425027996036,2.0
student,-0.1944774485324713,0.17778649517578404,11.0
condition,-0.19436184680181,0.10315536834290459,6.0
undergoing,-0.19427043549937376,0.0,1.0
manage,-0.1942625407442089,0.1180185220048168,48.0
##cci,-0.1942617698661336,0.11285318348290688,6.0
##mission,-0.19421955118632253,0.0,1.0
remote,-0.19420746182607374,0.08979246350880984,3.0
##lar,-0.19406159668129183,0.13229297097765724,9.0
induction,-0.19382671294933146,0.0,1.0
##zo,-0.1937077482011774,0.09662327774046739,3.0
South,-0.19361057066885917,0.06120153720668557,2.0
abnormal,-0.1934030958013495,0.19514628306928924,7.0
true,-0.19332823386428025,0.0,1.0
pet,-0.1926916812778742,0.0,1.0
##cum,-0.1926566466684633,0.051848914508090385,3.0
##lled,-0.19231040393036677,0.0,1.0
hard,-0.19225936616103548,0.13316893264379412,12.0
ill,-0.19205047871883052,0.1637177757178342,22.0
within,-0.19186683865705942,0.044821830171926924,2.0
##inated,-0.19180861641602917,0.13488376375523095,3.0
transfer,-0.19140025066179367,0.13285597359507945,9.0
loss,-0.19130648724890545,0.12015193986769311,4.0
34,-0.19123578241015476,0.0,1.0
Physical,-0.19116795227307265,0.0,1.0
##UM,-0.1910927452934694,0.0,1.0
real,-0.19096560103715038,0.04881781760713657,4.0
##tric,-0.19067962104423,0.2090628526118369,12.0
##dress,-0.19048719098877584,0.0,1.0
events,-0.1903941405063073,0.012187673209106353,2.0
account,-0.19039336517867012,0.0,1.0
complex,-0.19020979076350317,0.1956770889857354,107.0
What,-0.19014837864157874,0.08132666525298683,3.0
##ism,-0.1896945304712749,0.1691171887330689,3.0
resident,-0.1893238062933258,0.18434979893689135,66.0
##har,-0.1893015879966133,0.12125943401272167,13.0
walked,-0.1892686848936826,0.18297462630153405,2.0
population,-0.1891249484514521,0.05026213994130274,3.0
13,-0.18893180067051915,0.0,1.0
Simple,-0.18891076434204845,0.1295046273058588,3.0
swallowing,-0.18861744918026915,0.0,1.0
preference,-0.1883791391413704,0.0,1.0
91,-0.18791032870264857,0.0,1.0
Initial,-0.18789650537350067,0.0198081762627655,2.0
independent,-0.18767169087368699,0.19192193198542173,30.0
Bow,-0.1873690556546889,0.0,1.0
##3,-0.18732894187731355,0.017642600410692676,3.0
##nta,-0.18721556507417197,0.18515881443119625,5.0
wires,-0.1871915035837992,0.0,1.0
##zed,-0.18709540525685703,0.15914361467313284,21.0
Cut,-0.1869437188653964,0.0,1.0
##X,-0.18690864785424252,0.10529454388788127,11.0
eyes,-0.18687294575558755,0.0,1.0
##cology,-0.18677240920660027,0.1990162981875118,9.0
wants,-0.1867504962516347,0.0,1.0
##ht,-0.18658111939825622,0.0940175188037634,2.0
his,-0.1865169612793012,0.15938051167941045,11.0
presentation,-0.18648689793680473,0.16996268563784947,63.0
managing,-0.18644446741895193,0.20858605963794358,31.0
spontaneous,-0.18630920660320235,0.17506012987674188,6.0
alcohol,-0.18602031983928297,0.0,1.0
counsel,-0.1859177025697897,0.1266864563615901,11.0
##ops,-0.18576963294975402,0.0,1.0
##sponsible,-0.18565872173130718,0.0,1.0
##eca,-0.18552746054522637,0.23814963242970016,3.0
14,-0.18551288987442222,0.1126008726157415,4.0
girls,-0.18548386531617642,0.0,1.0
becomes,-0.1854302230167388,0.09147689130483791,2.0
##ond,-0.18542867620682746,0.005880439686378955,2.0
selection,-0.18532655704422696,0.18027529351698862,2.0
combined,-0.1852484795045277,0.0,1.0
siblings,-0.1850976654679995,0.0,1.0
Much,-0.1850328278982997,0.0,1.0
contamination,-0.184882602780884,0.0,1.0
operating,-0.1848093646800094,0.0038095689679475547,2.0
##ated,-0.18463129057205488,0.15338126080070885,21.0
##su,-0.18424148689306907,0.1019142699967133,4.0
planned,-0.18409761982667192,0.10082602530300633,5.0
bone,-0.1840884183042585,0.06088547194304959,3.0
##worthy,-0.1839982450685203,0.024897785140222548,2.0
##cy,-0.18397777376577648,0.1359401251589253,3.0
##amine,-0.18379952863346768,0.0,1.0
Si,-0.18370002378846315,0.19454943279762643,3.0
##patient,-0.18351892200253445,0.1963417075373372,16.0
Not,-0.1831390706103431,0.03005659224351029,2.0
mutually,-0.18289918755358484,0.0,1.0
##ers,-0.1828352125363141,0.12371285841850958,10.0
missing,-0.1826396734091639,0.10729859735701623,3.0
##way,-0.18260542408401778,0.15956445145258297,76.0
provision,-0.18217473351071464,0.0,1.0
thoughts,-0.181953066222769,0.0,1.0
screening,-0.18190453715849098,0.3226759171118863,3.0
##bis,-0.18188354346403043,0.0,1.0
##ager,-0.18184291592606977,0.0,1.0
several,-0.18160727650941005,0.1432037268116234,10.0
##OC,-0.18159756283868322,0.1338903961493124,24.0
competence,-0.1815067401508457,0.35062378042361964,3.0
switch,-0.18141487818779822,0.0,1.0
##stable,-0.18103800383187463,0.2711262299652785,2.0
health,-0.18099381650121227,0.12894726962175246,18.0
##lities,-0.1808846095969405,0.0,1.0
Col,-0.1808737323364955,0.14250382208645443,2.0
0,-0.18082481006600856,0.0,1.0
Staff,-0.18070831447074878,0.0,1.0
respiratory,-0.1806059003970865,0.1848932520990469,15.0
clerk,-0.18058305712458408,0.23682421026139838,3.0
Op,-0.18057478560623377,0.07082158999883267,3.0
Interest,-0.18033352941213524,0.18475210901557076,3.0
poor,-0.18032032735199707,0.0,1.0
operative,-0.18022716715076947,0.0,1.0
##tel,-0.18020826269244303,0.14409956380033653,27.0
features,-0.18020609299720916,0.12686067827879263,15.0
Save,-0.18007356200867916,0.0,1.0
enabled,-0.18002087817401916,0.0,1.0
Fall,-0.17991177511139234,0.002943184061769022,2.0
led,-0.17987788498107185,0.14902053919596858,4.0
##avi,-0.17943530005950442,0.0,1.0
interest,-0.17928230206724388,0.14303685719262993,7.0
might,-0.17900891442291514,0.0,1.0
consistently,-0.17884777689146766,0.0,1.0
##ume,-0.17871728672041876,0.0,1.0
surgery,-0.17871279468785028,0.11378248596485602,12.0
##man,-0.1785491998885979,0.0,1.0
##tic,-0.17850118750493627,0.12474987313453491,16.0
homeless,-0.17800586217930356,0.0,1.0
##gly,-0.1779756101039826,0.017437975985851104,2.0
stepping,-0.1778898090160757,0.0,1.0
tumor,-0.1776328305363042,0.0,1.0
##ern,-0.1774430313048011,0.0,1.0
##athy,-0.17731067163621125,0.0,1.0
him,-0.177216250543948,0.09224921511606796,5.0
improvement,-0.17713411225827091,0.14421274279099083,9.0
##sume,-0.17712168823011828,0.0,1.0
glass,-0.17709437197792519,0.0,1.0
who,-0.17702782821271223,0.18346751630189706,59.0
self,-0.17644177394102947,0.1074055568467531,10.0
##ified,-0.17633448434753154,0.1983317092183623,22.0
fiber,-0.17624747856959302,0.0,1.0
definitely,-0.17597983728128838,0.0,1.0
those,-0.1758773980063376,0.04715526121405363,3.0
