,mean,std,count
gave,-0.18967900395907805,0.12190729734936628,7.0
##last,-0.1896563473688106,0.0,1.0
##vert,-0.18961661206907418,0.06506157745782498,3.0
films,-0.18959338539141138,0.0737654927153433,3.0
##able,-0.18919846360810946,0.22407335920517227,28.0
CT,-0.18912193481530135,0.11545479524680681,48.0
heavy,-0.18911015328309871,0.018614702223590573,2.0
DL,-0.18878923470295722,0.05900620788898768,4.0
ben,-0.18865024334718114,0.10009296834224074,3.0
Complete,-0.1886003287179371,0.37796339717429045,16.0
fell,-0.18842586648040913,0.013408227634314384,3.0
monitor,-0.1883886747185712,0.05164005596690377,2.0
repeating,-0.18809874844089594,0.0,1.0
table,-0.18797945323935955,0.0,1.0
recognition,-0.1879207421478243,0.1678300436330264,17.0
##ded,-0.1878077997639701,0.0,1.0
review,-0.18755085054500617,0.17166221376391744,30.0
RB,-0.18748177453510015,0.0,1.0
topic,-0.1874175818223843,0.07976305564089264,3.0
crew,-0.18725816060692083,0.0,1.0
crow,-0.18721211961615716,0.0,1.0
##ated,-0.18688097600109543,0.10778243332141167,21.0
block,-0.18679643186994452,0.19181360485241594,29.0
nasal,-0.18672115214452648,0.068477025324237,3.0
##mal,-0.18648877067681824,0.10431061784091662,5.0
underlying,-0.18636852573046928,0.08854129609464167,8.0
contamination,-0.18606088191127176,0.0,1.0
Overall,-0.18597599715168012,0.18225972124959178,28.0
negative,-0.18594747455043342,0.12645802503398143,11.0
##CD,-0.18578978672960808,0.0,1.0
required,-0.1857637933375784,0.16111681821108714,42.0
groups,-0.18564683779956037,0.0,1.0
stick,-0.18533185376203262,0.08226085190684299,4.0
##der,-0.18530226952852827,0.0,1.0
alignment,-0.18521769701718058,0.09602468669882666,3.0
falls,-0.18514791638005346,0.0,1.0
##ware,-0.18417155025395188,0.0985727702671091,5.0
##sound,-0.18411276655843684,0.09930968858529145,31.0
##rned,-0.1839392703766409,0.0,1.0
interpret,-0.18376712449802182,0.04247062039621099,4.0
recent,-0.18361581709042454,0.08977972192294632,7.0
##gnant,-0.18350678096813222,0.0,1.0
coached,-0.18346944762647538,0.0,1.0
explored,-0.1832461920776519,0.09261437962289445,2.0
temperature,-0.18323304823424724,0.0,1.0
existing,-0.1831532904499061,0.047517049849254096,3.0
consult,-0.18294925215366734,0.08826035728735573,20.0
notable,-0.18276365342524226,0.0,1.0
taken,-0.1827509947430878,0.061998134989715833,5.0
##dent,-0.18247041353971016,0.152822329066197,28.0
##gent,-0.182159624892756,0.0,1.0
child,-0.18211404694367,0.12741297830097592,41.0
##tensive,-0.18207433439080764,0.0,1.0
seizure,-0.1819996542992755,0.21081688356353093,10.0
fellow,-0.1819349372157481,0.017327458776532065,2.0
##version,-0.1817851318821177,0.13714980640247618,14.0
longer,-0.18168225002848265,0.0,1.0
hit,-0.181669852974232,0.020328074112008224,2.0
Questions,-0.18152526203978978,0.0,1.0
past,-0.18137648064184153,0.08709135345173175,9.0
criteria,-0.18137490606689077,0.24515764069304077,8.0
##bes,-0.1812424869508525,0.0,1.0
hospital,-0.1811816434956856,0.11587897041411117,11.0
specialists,-0.18113409197160693,0.0,1.0
##phate,-0.18096273376306568,0.09677495894116009,2.0
##ymph,-0.18079446426881007,0.0,1.0
closed,-0.18069109227181607,0.1330645834205667,8.0
base,-0.1803134964912941,0.13330244283711018,14.0
blood,-0.18023012217206022,0.07734589849428723,14.0
##lant,-0.18007581250229024,0.084424174768191,3.0
drew,-0.17979883373498512,0.0,1.0
assess,-0.17974705390561876,0.16846012544717975,17.0
reviewing,-0.1795897734115606,0.07105008039015807,7.0
traumatic,-0.17956619560772966,0.044710109927506375,2.0
doses,-0.17948074258271618,0.10456081142609348,9.0
